words,number_of_letters,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_4.started,key_resp_2.started,ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text_2.started,text.started,key_resp.started,fixation.stopped,text_2.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
and,3,right,67,67,0,right,0.6367961999494582,None,0,67,67,2,132.465684099996,,,,,,,,,132.45258599997032,132.465684099996,132.465684099996,133.46567289996892,133.46567289996892,133.46567289996892,133.46567289996892,134.11720889998833,right,0.6367961999494582,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
compane,7,left,68,68,0,left,4.086888800025918,None,0,68,68,47,134.1328366000089,,,,,,,,,134.11979069997324,134.1328366000089,134.1328366000089,135.1324212999898,135.1324212999898,135.1324212999898,135.1324212999898,139.23379979998572,left,4.086888800025918,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
pofitical,9,left,69,69,0,left,1.3044096000376157,None,0,69,69,65,139.24914859997807,,,,,,,,,139.23726949997945,139.24914859997807,139.24914859997807,140.24888650001958,140.24888650001958,140.24888650001958,140.24888650001958,141.56668899999931,left,1.3044096000376157,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
theyr,5,left,70,70,0,left,0.6847000999841839,None,0,70,70,21,141.58267600002,,,,,,,,,141.569560599979,141.58267600002,141.58267600002,142.56556939997245,142.56556939997245,142.58282309997594,142.58282309997594,143.26617389998864,left,0.6847000999841839,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
business,8,right,71,71,0,right,0.8441539999912493,None,0,71,71,50,143.28204010002082,,,,,,,,,143.26860259997193,143.28204010002082,143.28204010002082,144.2651796999853,144.2651796999853,144.28201490000356,144.28201490000356,145.1166733999853,right,0.8441539999912493,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
thenk,5,left,72,72,0,left,0.9319659000029787,None,0,72,72,25,145.13242109998828,,,,,,,,,145.11851850000676,145.13242109998828,145.13242109998828,146.13188120000996,146.13188120000996,146.13188120000996,146.13188120000996,147.06628480000654,left,0.9319659000029787,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
wunt,4,left,73,73,0,left,0.9987082000006922,None,0,73,73,11,147.0820503999712,,,,,,,,,147.06949949997943,147.0820503999712,147.0820503999712,148.0818167999969,148.0818167999969,148.0818167999969,148.0818167999969,149.08313019998604,left,0.9987082000006922,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
company,7,right,74,74,0,right,1.1115488999639638,None,0,74,74,46,149.09881220001262,,,,,,,,,149.08552779996535,149.09881220001262,149.09881220001262,150.09844039997552,150.09844039997552,150.09844039997552,150.09844039997552,151.2157845000038,right,1.1115488999639638,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
way,3,right,75,75,0,right,0.7030201000161469,None,0,75,75,0,151.2317713999655,,,,,,,,,151.21851669996977,151.2317713999655,151.2317713999655,152.2151241999818,152.2151241999818,152.23220470000524,152.23220470000524,152.9331088999752,right,0.7030201000161469,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
political,9,right,76,76,0,right,2.0569992999662645,None,0,76,76,64,152.9486272999784,,,,,,,,,152.93552499997895,152.9486272999784,152.9486272999784,153.9485414000228,153.9485414000228,153.9485414000228,153.9485414000228,156.016445700021,right,2.0569992999662645,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
heur,4,left,77,77,0,left,1.0682061000261456,None,0,77,77,17,156.03191319998587,,,,,,,,,156.01836799999,156.03191319998587,156.03191319998587,157.03192799998214,157.03192799998214,157.03192799998214,157.03192799998214,158.1162275999668,left,1.0682061000261456,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
different,9,right,78,78,0,right,1.4381861999863759,None,0,78,78,60,158.13180849998025,,,,,,,,,158.1186360999709,158.13180849998025,158.13180849998025,159.13165150000714,159.13165150000714,159.13165150000714,159.13165150000714,160.58272469998337,right,1.4381861999863759,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
about,5,right,79,79,0,right,0.7963817000272684,None,0,79,79,22,160.59813170001144,,,,,,,,,160.5847846000106,160.59813170001144,160.59813170001144,161.59832489996916,161.59832489996916,161.59832489996916,161.59832489996916,162.3991881000111,right,0.7963817000272684,None,,,,,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3993354999693,162.41468689998146,163.41487019998021,163.39880199998152,093415,001,2024-12-04_16h44.22.108,soloprojectlexical,2024.2.1post4,59.98098603626426,2024-12-04 16h44.30.530679 +0530,
