words,number_of_letters,corrAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_4.started,key_resp_2.started,ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,text_2.started,text.started,key_resp.started,fixation.stopped,text_2.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,thanks.started,text_3.started,text_3.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
system,6,right,67,67,0,right,0.9490497999940999,None,0,67,67,38,127.6680020999629,,,,,,,,,127.65491549996659,127.6680020999629,127.6680020999629,128.65131019998807,128.65131019998807,128.66781679994892,128.66781679994892,129.60302499996033,right,0.9490497999940999,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
remember,8,right,68,68,0,left,0.9365442999987863,None,0,68,68,52,129.61801759997616,,,,,,,,,129.60551319998922,129.61801759997616,129.61801759997616,130.6177827999927,130.6177827999927,130.6177827999927,130.6177827999927,131.56912859994918,left,0.9365442999987863,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
population,10,right,69,69,0,right,0.7895945000345819,None,0,69,69,78,131.5846564999665,,,,,,,,,131.5713362999959,131.5846564999665,131.5846564999665,132.5847431999864,132.5847431999864,132.5847431999864,132.5847431999864,133.38555949996226,right,0.7895945000345819,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
their,5,right,70,70,0,right,0.603155400021933,None,0,70,70,20,133.40143009996973,,,,,,,,,133.3871921999962,133.40143009996973,133.40143009996973,134.401290699956,134.401290699956,134.401290699956,134.401290699956,135.01869029999943,right,0.603155400021933,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
business,8,right,71,71,0,right,2.9434121000231244,None,0,71,71,50,135.03456199995708,,,,,,,,,135.0210170999635,135.03456199995708,135.03456199995708,136.01774529996328,136.01774529996328,136.03436930000316,136.03436930000316,138.96872209996218,right,2.9434121000231244,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
important,9,right,72,72,0,right,0.8399617999675684,None,0,72,72,62,138.9842499999795,,,,,,,,,138.9711488999892,138.9842499999795,138.9842499999795,139.98423099995125,139.98423099995125,139.98423099995125,139.98423099995125,140.83507689996623,right,0.8399617999675684,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
including,9,right,73,73,0,right,0.9743094999575987,None,0,73,73,68,140.8510374999605,,,,,,,,,140.83696449996205,140.8510374999605,140.8510374999605,141.83427199994912,141.83427199994912,141.85102389997337,141.85102389997337,142.818567099981,right,0.9743094999575987,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
whicb,5,left,74,74,0,left,0.9117858000099659,None,0,74,74,27,142.8342844999861,,,,,,,,,142.82046819996322,142.8342844999861,142.8342844999861,143.83420230000047,143.83420230000047,143.83420230000047,143.83420230000047,144.7521393999923,left,0.9117858000099659,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
especialty,10,left,75,75,0,left,1.9072070999536663,None,0,75,75,75,144.7674031999777,,,,,,,,,144.75474449998,144.7674031999777,144.7674031999777,145.7672393999528,145.7672393999528,145.7672393999528,145.7672393999528,147.6852495999774,left,1.9072070999536663,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
sistem,6,left,76,76,0,left,1.550268299994059,None,0,76,76,39,147.7010300999973,,,,,,,,,147.68803739995928,147.7010300999973,147.7010300999973,148.70077639998635,148.70077639998635,148.70077639998635,148.70077639998635,150.2680080999853,left,1.550268299994059,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
rememper,8,left,77,77,0,left,3.063846599950921,None,0,77,77,53,150.28386069997214,,,,,,,,,150.27067449997412,150.28386069997214,150.28386069997214,151.2668722999515,151.2668722999515,151.28393309999956,151.28393309999956,154.33491459995275,left,3.063846599950921,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
community,9,right,78,78,0,right,1.089009600051213,None,0,78,78,66,154.3504072999931,,,,,,,,,154.33739909995347,154.3504072999931,154.3504072999931,155.3504284999799,155.3504284999799,155.3504284999799,155.3504284999799,156.45144909998635,right,1.089009600051213,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
which,5,right,79,79,0,right,0.7685790000250563,None,0,79,79,26,156.46690209995722,,,,,,,,,156.45446300000185,156.46690209995722,156.46690209995722,157.4666141999769,157.4666141999769,157.4666141999769,157.4666141999769,158.25141559995245,right,0.7685790000250563,None,,,,,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.25151259999257,158.26672229997348,159.26663319999352,159.2508268999518,462351,001,2024-12-04_16h40.56.895,soloprojectlexical,2024.2.1post4,60.030315316440166,2024-12-04 16h41.21.736093 +0530,
