39.8158 	EXP 	text: autoDraw = True
42.1682 	EXP 	New trial (rep=5, index=3): <Trial 23 (3 in rep 5) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 23, 'thisTrialN': 3, 'thisRepN': 5}>
42.1750 	DATA 	Keypress: r
42.1821 	EXP 	fixation: autoDraw = False
42.1821 	EXP 	text: autoDraw = False
42.1821 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
42.1821 	EXP 	text: height = 0.05
42.1821 	EXP 	text: height = 0.05
42.1821 	EXP 	text: height = 0.05
42.1821 	EXP 	text: text = 'BLUE'
42.1821 	EXP 	fixation: autoDraw = True
42.6833 	INFO 	Keyboard events cleared
42.6824 	EXP 	fixation: autoDraw = False
42.6824 	EXP 	text: autoDraw = True
43.5347 	EXP 	New trial (rep=6, index=0): <Trial 24 (0 in rep 6) data={'word': 'BLUE', 'colour': 'blue', 'stm_condition': 'C', 'correct_res': 'b', 'thisN': 24, 'thisTrialN': 0, 'thisRepN': 6}>
43.5375 	DATA 	Keypress: b
43.5488 	EXP 	fixation: autoDraw = False
43.5488 	EXP 	text: autoDraw = False
43.5488 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
43.5488 	EXP 	text: text = 'BLUE'
43.5488 	EXP 	fixation: autoDraw = True
44.0501 	INFO 	Keyboard events cleared
44.0491 	EXP 	fixation: autoDraw = False
44.0491 	EXP 	text: autoDraw = True
44.8510 	EXP 	New trial (rep=6, index=1): <Trial 25 (1 in rep 6) data={'word': 'RED', 'colour': 'red', 'stm_condition': 'C', 'correct_res': 'r', 'thisN': 25, 'thisTrialN': 1, 'thisRepN': 6}>
44.8578 	DATA 	Keypress: b
44.8654 	EXP 	fixation: autoDraw = False
44.8654 	EXP 	text: autoDraw = False
44.8654 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
44.8654 	EXP 	text: height = 0.05
44.8654 	EXP 	text: height = 0.05
44.8654 	EXP 	text: height = 0.05
44.8654 	EXP 	text: text = 'RED'
44.8654 	EXP 	fixation: autoDraw = True
45.3663 	INFO 	Keyboard events cleared
45.3654 	EXP 	fixation: autoDraw = False
45.3654 	EXP 	text: autoDraw = True
46.2020 	DATA 	Keypress: r
46.2181 	EXP 	New trial (rep=6, index=2): <Trial 26 (2 in rep 6) data={'word': 'RED', 'colour': 'blue', 'stm_condition': 'I', 'correct_res': 'b', 'thisN': 26, 'thisTrialN': 2, 'thisRepN': 6}>
46.2321 	EXP 	fixation: autoDraw = False
46.2321 	EXP 	text: autoDraw = False
